jobpost_url,skill_stack,jobpost_name,company_name,company_star,task,qualification,treatment,welfare,end_day,education,career
/position/2555,"['ai/인공지능·', 'python·', 'pytorch·', 'tensorflow·', 'deeplearning']",AIDOT 의료 인공지능 기반 의료영상 분석 연구개발 채용,아이도트,4.3,"• 인공지능 기반 의료 영상 분석, 딥러닝 알고리즘 연구 개발","[공통 자격요건]• 학력 : 대졸(4년제) 이상• 나이/성별 : 무관• 경력 : 신입, 경력 3년↓[필수요건]• Python• PyTorch 또는(그리고) TensorFlow• 이미지 처리 및 인공지능 프로젝트 수행 경험• 포트폴리오 제출• 공학계열","• 전자/전기공학, 컴퓨터/시스템공학 전공자• 머신/딥러닝 및 영상 관련 석사 이상 학위자• 의료 인공지능 개발 경험• 팀워크 & 자율적 업무 수행 능력 ","[근무형태] 정규직 (수습3개월, 수습 중 급여 100%)[전부서 공통] 내년 상장 예정, 전직원 스톡옵션 부여의 혜택 [복리후생]• 입사 시 스톡옵션 부여• 경조휴가 및 경조금 지급• 점심식사 및 야근석식 제공• 탕비실 간식바 제공• 업무관련 교육 지원• 헬스비 일부지원• 입사자 선물 제공",2022-04-30,대학교졸업(4년) 이상,신입
/position/7890,"['tensorflow·', 'pytorch·', 'python·', 'numpy·', 'pandas·', 'machinelearning·', 'ai/인공지능·', 'linux·', 'git·', 'jira']",ML Engineer (머신러닝 엔지니어),엔도아이,5.0,"우리는 지원자님께서 합류 후 이런 업무를 맡아주시기를 기대합니다.• 머신러닝 자동화 Platform, 모델 서빙 시스템 설계/구현• 신규 AI Operating System을 위한 데이터 / 머신러닝 파이프라인 설계 및 구축• 모델 Inference에 필요한 고도화된 Feature Engineering MicroService 설계 및 구축• 모델 평가, 모델 재학습, 모델 서빙, 모니터링 MicroService 설계 및 구축• AutoML 연구 및 개발","이런 분을 찾고 있어요.• Python 기반의 머신러닝, 딥러닝 분야 연구, 모델링 경력 능력을 갖추신 분• Python 등의 프로그래밍 언어를 능숙히 활용 가능하신 분• 데이터 사이언스 관련 Framework (Tensorflow, Pythorch, Numpy, Pandas 등) 사용에 능숙하신 분• Linux 환경에 대한 이해를 갖추신 분• 모델링 분석에 필요한 기초 통계 지식을 보유하신 분• 머신러닝 이론, 확률과 통계에 대한 폭 넓은 지식을 가지신 분• 알고리즘, 자료구조, 네트워크에 대한 이해와 지식을 갖추신 분• Git, Jira 등 버전관리시스템과 협업에 능숙하신 분• 컴퓨터 비전 의료 분야에 흥미를 가지고 계신 분","이런 경험이나 성향/역량을 가진 분이시면 더욱 좋을 것 같아요.• 컴퓨터공학, 인공지능 관련 분야 학위가 있으신 분(석/박사 우대)• Kubeflow 등을 이용한 MLOps 파이프라인 설계, 구축, 운영 경험이 있으신 분• 최신의 인공지능 모델을 이해하고 연구, 개발, 개선할 수 있는 능력이 있으신 분• AWS, GCP와 같은 클라우드 플랫폼에서 머신러닝, 데이터 엔지니어링을 해 본 경험이 있으신 분• 최신의 딥러닝 기반 시계열 알고리즘에 대한 이해와 지식을 갖추신 분• DevOps에 대한 이해와 지식을 갖추신 분• 항상 최신 기술 트렌드에 관심을 갖고 비즈니스의 방향과 맞게 접목할 수 있는 능력을 갖추신 분","저희와 함께할 동료들을 위해 다양한 베네핏을 준비했습니다.• 차세대 AI 헬스케어 시장을 리드할 최고의 동료• 업무에만 집중할 수 있는 여건  - 유연출퇴근제 진행  - 자유복장  - 업무용 디바이스 지원  - 새롭게 합류하실 동료를 위한 다양한 물품 지원  - 야근식대 및 법인택시 지원  - 각종 경조사비 지급• 성과 기반의 보상패키지 제공  - 입사시 역량에 따른 연봉 설정  - 역량과 성과 중심의 보상 체계• 자기계발 지원  - 각종 Conference 참가 기회  - 자기계발을 위한 교육비 지원  - 업무관련 도서구매비용 지원• 업무에만 오롯이 집중할 수 있는 사무공간  - 신분당선 도보 1분 거리의 초역세권 단독 사옥  - 24시간 산소가 발생하는 사무실  - 별도 층의 휴게 공간  - 고급 원두와 커피머신 제공  - 스낵코너 운영연차휴가, 산전 후 휴가, 육아휴직 등 법적사항들은 당연히 기본적으로 보장하고 있으며, 이외에도 동료들을 위한 다양한 복지제도를 끊임 없이 기획 중입니다.",상시,대학교졸업(4년) 이상(졸업예정자 가능),신입
/position/6533,"['python·', 'tensorflow·', 'hadoop·', 'spark·', 'aws·', 'pytorch·', 'machinelearning']",머신러닝 엔지니어(디파이너리),아이지에이웍스,2.6,"• 실제 유저들의 행동 모델과 제품 분석은 위한 머신러닝, 데이터 마이닝 알고리즘 개발• 유저 이벤트 시계열 데이터, 정제되지 않은 텍스트 데이터, Knowledge Graph 등을 포함한 서로 상이한 데이터 셋을 활용한 패턴 분석 알고리즘 개발• AWS 클라우드의 분산처리 시스템을 활용한 자동화 시스템 개발• 다양한 엔지니어링 팀과의 협업을 통한 서비스 개발",• 다양한 머신러닝 알고리즘과 모델에 대한 깊은 흥미와 이해• 머신러닝을 활용해 실제 비즈니스 문제를 해결해 본 경험• 능숙한 Python Language 활용 능력• Tensorflow / Pytorch 중 한가지 이상을 능숙하게 활용 가능,"• 수학, 통계, 엔지니어링 전공 MS or PH.D• 머신러닝, 인공지능, 데이터 마이닝, 자연어 처리 프로젝트 경험• AWS 활용 능력• Spark, Hadoop 활용한 분산처리 시스템 구축 경험","• 전 개발직군 신입초봉 5천만원으로 시작• 업무에만 집중할 수 있도록 최고급 장비 및 소프트웨어 지원• 유연한 근무를 위한 자율 시차출퇴근제 운영• 청년 입사자를 위한 특별한 혜택, 청년내일채움공제 가입 가능• 직원들의 건강을 책임지는 최고급 정밀건강검진 지원• 경조사도 함께 나누는 기념일 조기퇴근 및 경조사비 지원• 누구나 사용할 수 있는 매월 1회 지연출근 혹은 조기퇴근 제도 운영• 성과에 따른 합당한 보상과 인센티브 제도 운영• 오랫동안 함께해 준 직원들에게 특별 휴가와 지원금 제공 • 합정역과 바로 연결 & 한강이 한 눈에 보이는 전망 좋은 쾌적한 사무실• 동료와 함께하는 시간을 지원하는 동호회 운영 및 국내외 워크샵 지원• 먹고 싶은 음료, 커피, 토스트 무제한 제공• 업무에만 집중할 수 있도록 최고급 장비 및 소프트웨어 지원• 직원들의 성장을 독려하는 도서 구입비 무제한 지원• 늦은 시간까지 고생하는 직원을 위한 식대 및 택시비 지원• 마음까지 따뜻해지는 명절 상품권(설날/추석) 전직원 지급",2022-04-29,무관,신입
/position/3908,"['python·', 'pytorch·', 'docker·', 'machinelearning']",머신러닝 엔지니어,리플에이아이,0.0,"[데이터 전처리]• 대량의 데이터를 효과적으로 정제하는 로직 구현• 훈련, 테스트 데이터 구성 및 DataLoader 작성[모델 구현 및 학습]• Pytorch로 최신 논문의 내용을 구현및 다양한 방향으로 후속 실험• 사내 훈련된 기존 모델의 성능 개선[MLOps 파이프라인 관리]• ML 파이프라인(데이터 전처리, 학습, 실험 파이프라인) 최적화• 데이터셋을 잘 관리하고 각 학습 실험 결과를 쉽게 기록하고 비교[모델 추론 서버 구축]• 학습시킨 모델을 효율적으로 서빙할 수 있는 모델 추론 서버를 구축","• 컴퓨터 공학, 머신러닝 관련 분야 석/박사 혹은 그에 준하는 경험이 있으신 분• PyTorch를 이용한 ML 프로젝트 개발 경험이 있으신 분• OS, Network를 중심으로 컴퓨터공학에 대한 기본 지식이 탄탄하신 분• Docker, Kubernetes 등 Container 기술을 활용한 경험이 있으신 분• 머신러닝 파이프라인 구축 경험이 있으신 분• 논문을 읽고 구현한 경험이 있으신 분","• ML 관련 Top-tier 학회 및 저널 Publication 실적이 있으신 분  -- (ML 전반) NeurIPS, ICML, ICLR, AAAI, IJCAI  -- (NLP 전반) ACL, EMNLP, NAACL  -- (Computer Vision 전반) CVPR, ICCV, ECCV  -- (Data Mining) KDD 등• AI 관련 Challenge 수상 실적 (Kaggle, Hackathon 등)이 있으신 분• Open Source Contribution 경험이 있으신 분• 자연어/대화/음성/이미지 모델링 경험이 있으신 분","✨ 균형잡힌 워라벨• 주 30시간 근무를 약속합니다. • 집, 사무실, 카페, No matter! 내가 일하고 싶은 곳에서 일합니다. 🍱 식대 및 복지포인트 제공- 매월 30만원의 네이버페이포인트를 제공합니다📝서울대 시각및학습연구실 랩세미나(주1회) 참여 기회- 서울대 연구생들과 함께 최신 머신러닝 연구 동향을 공유하고 학습할 수 있습니다🎂 생일반차- 생일 당일 여유로운 오후 시간을 보내세요💻 개인 노트북, 모니터 등 지원- 개개인의 직무에 맞춘 스펙의 장비를 구입해드립니다🎯 자기계발비 지원- 업무 역량 향상에 도움 될 도서, 유료 온라인 강의, 세미나 참가비 등을 한도 없이 지원합니다🍫 사무실 내 커피, 간식 무한 제공- 커피 수혈+당 수혈 마르지 않게 지원해드립니다🙋인재추천 보상 인센티브- 추천한 인재가 정규직 채용 및 6개월 근속시 추천인에게 최소 200만원 이상 인센티브를 지급합니다🎫 (청년/재직자)내일채움공제 지원- 가입을 원하시는 분은 누구나 가입 가능하고 기업부담금을 월 20만원씩 적립해드립니다💰 인센티브 제도- 프로젝트 완수시 보상으로 성과 및 기여도에 따라 인센티브를 지급합니다🏕️근로자휴가지원사업- 한국관광공사에서 운영하는 근로자휴가지원사업의 기업부담금 10만원을 지원합니다🏖️ 자유로운 연/반차 사용- 승인 절차 없이 언제든지 자유롭게 신청하여 사용합니다",상시,대학교졸업(4년) 이상(졸업예정자 가능),신입
/position/7779,"['c·', 'c++·', 'machinelearning·', 'deeplearning·', 'sw']",[전문연구요원] 영상인식 엔지니어,카비,3.4,• ADAS 알고리즘 분석 및 설계• Deep Learning/Machine Learning 기반 영상인식 알고리즘 개발,• 소프트웨어 관련 전공자로 석사학위 이상 소지자• C/C++ 언어 능숙자,"• 영상처리 관련 Library 경험자• ADAS 분야 연구개발 경험자• 머신러닝, 딥러닝 관련 프로젝트 경험자","• 모든 구성원이 우수한 인재, 열정 넘치는 인재!• 지인을 추천하여 같이 으쌰으쌰 일하고 포상금도 받아요!• 업무 관련 특허등록시 포상금 지급!• 열심히 일한 장기근속자! 휴가와 포상금은 회사가 제공할게요 :-)• 일년 중 가장 행복해야할 생일 날 케이크 챙겨드려요!• 업무 집중! 일에 집중할 수 있는 근무 환경!(조심스레 회의를 요청드릴 순 있어요)• 연차 사용에 눈치 보는 곳, 아직 있나요?• Best 퍼포먼스를 보인 구성원에게 봉투와 함께 이달의 사원상을!• 목마르면 일 못하는 분들을 위해, 음료 제공!• 야근을 하시겠다면, 석식 제공해드립니다.(굳이 하시겠다면…)• Newcomer에게 장비 일체 최신형 제공!",상시,석사졸업 이상,신입
/position/7556,"['c·', 'c++·', 'linux·', 'android', 'os·', 'opencv·', 'python·', 'r·', 'sw']",[신입/경력] Deep Learning Researcher(얼굴인식),알체라,3.3,"• 얼굴 검출, 인식, RGD/IR liveness 등 얼굴과 관련된 데이터를 분석하고 연구개발하고 있습니다.• 얼굴인식 모델 성능을 고도화하고 학습 시 발생하는 문제를 파악하고 해결하고 있습니다.• 분류되어 있지 않은 얼굴 데이터를 활용할 수 있는 방법을 연구하고 있습니다. • 가상 안면 생성 기술을 연구개발하고, 이미지 데이터 클러스터링과 분류 혹은 학습 자동화와 관련된 업무를 수행하고 있습니다.• 입력 이미지의 아이디를 보존하면서 다양한 환경에서의 얼굴 생성 기술을 개발하고 앙상블 모델이나 기존 모델을 활용해 얼굴 엔진 성능향상 기법을 연구합니다. • 적용할 framework 및 시스템에 모델을 최적화하고 포팅하는 업무를 수행합니다.• 얼굴 인식 모델의 정확도를 향상시키기 위해 다양한 실험을 수행합니다.","• 학력 : 4년제 대졸 이상(석사 이상 우대)• 전공 : 컴퓨터 공학 (Computer Engineering & Computer Science계열) 및 인접 학과(전기전자, 수학 등)• 경력 : 신입 또는 Computer Vision Deep Learning 경력 보유자            (병역특례 보충역 혹은 전직 지원 가능)• 경험 1) 표준함수와 S/W 인터페이스(C,C++, 크로스플랫폼_Linux, Android) 설계능력을 보유하신 분  2) Computer vision 관련 프로젝트 경험이 있으신 분 3) C++, 영상처리 등의 개발 경험이 있으신 분 4) Linux 계열 OS에서 개발이 가능하신 분 5) 머신 러닝 관련 지식을 가지고 계신 분 6) OpenCV 또는 sciskit-learn을 사용한 프로젝트 경험이 있으신 분","• 영상 등 다양한 데이터를 많이 다뤄 보신 분• Mobile/Embedded 앱을 개발해보신 분• GAN 등의 Generative Model을 이용하여 개발을 해보신 분• 영상기반 AI 관련 SOTA 논문을 이해하고 구현하실 수 있는 분• 분산 시스템 혹은 대용량 데이터를 처리를 경험해보신 분• 비지도/준지도 학습 관련 논문을 작성해보신 분• Pytoch, R 혹은 scikit-learn 관련 package를 사용해보신 분• 전공지식에 대한 이해도가 높고, 문제해결에 대한 유연성을 갖고 계신 분• 팀 협업이 좋고, 조직원 들과의 커뮤니케이션이 원활하신 분• 업무에 대한 추진력이 좋고, 연구에 대한 열정이 있으신 분■ 채용절차• 서류전형 - Job fit Interview & Technical Interview(Coding Test or PT) - Culture fit Interview - 처우협의 - 건강검진 - 최종합격  (필요 시, 추가 전형이 진행될 수 있습니다.)■ 안내사항 • 전형 절차는 일정 및 상황에 따라 변동될 수 있습니다.• 진행 일정은 확정되는 대로 지원자분들에게 개별 안내 예정입니다.• 본 채용은 모집 기간 내에 인재 선발 완료 시 공고가 마감될 수 있습니다.• 지원서 내용 중 허위 사실이 있는 경우에는 합격이 취소될 수 있습니다.","■ 알체라와 함께 하신다면?• No.1 Visual AI 기업 알체라에서 AI Specialist로서의 커리어를 만들어보세요. 국내 1위를 넘어 글로벌 AI 시장으로 확대해 나가는 성장의 여정을 함께 하세요.• 알체라에는 직함이 없어요. 서로를 ‘님’으로 부르고, 존중하는 수평적인 조직문화를 가지고 누려보세요.• 알체라는 선택적 근로시간제를 운영하고 있어요! 업무에 대한 책임감을 바탕으로 가장 효율적으로 일할 수 있는 시간을 정하고 있어요.• 최고급 사양의 컴퓨터, 전 좌석 Standing Desk 등을 비롯해 총 21가지 복지혜택을 누려보세요.■ 알체라를 더 알고 싶다면? • Alchera Homepage (https://alchera.ai/)• Alchera Youtube (https://www.youtube.com/channel/UC5xYRGgq2dMEjwO-TJDf2Hw)• Alchera Blog (https://medium.com/dreamtime-alchera-inc/tagged/korean)• Alchera Facebook (https://www.facebook.com/alcherainc)",상시,대학교졸업(4년) 이상,신입
/position/7555,"['c·', 'c++·', 'linux·', 'android', 'os·', 'deeplearning·', 'ai/인공지능']",[신입/경력] Deep Learning Researcher(이상상황감지),알체라,3.3,"• 산불, 화재 감지를 연구하며, 다양한 환경의 CCTV영상 데이터를 분석해 최고 성능의 AI 모델을 만들고 있습니다.• 산불의 연기, 불꽃 데이터를 합성하고 생성하며, 주간은 물론 야간 IR 모드에서의 산불/화재 검출 모델을 개발하고 있습니다.• 모델 추론 결과를 기반으로 active learning에 대한 연구와 개발을 하고 있습니다.","• 학력 : 4년제 대졸 이상(석사 이상 우대)• 전공 : 컴퓨터 공학 (Computer Engineering & Computer Science계열) 및 인접 학과(전기전자, 수학 등)• 경력 : 신입 또는 Computer Vision Deep Learning 경력 보유자            (병역특례 보충역 혹은 전직 지원 가능)• 경험 1) 표준함수와 S/W 인터페이스(C,C++, 크로스플랫폼, Linux, Android) 설계능력을 보유하신 분  2) Computer vision 및 Object Detection in video 연구/개발 경험이 있으신 분 3) C++, 영상처리 등의 개발 경험이 있으신 분 4) GAN등의 Generative model 연구 개발 경험이 있으신 분 5) 딥러닝 기본지식과 개발 경험을 가지고 계신 분","• 영상 등 다양한 데이터를 다뤄 보고 불균형 데이터를 분석할 수 있으신 분• 전공지식에 대한 이해도가 높고, 문제해결에 대한 유연성을 갖고 계신 분• 팀 협업이 좋고, 조직원 들과의 커뮤니케이션이 원활하신 분• 업무에 대한 추진력이 좋고, 연구에 대한 열정이 있으신 분• 연기, 불꽃 영상 합성 연구 개발 경험이 있으신 분• Active Learning, Continual Learning 연구/개발 경험을 가지고 계신 분■ 채용절차• 서류전형 - Job fit Interview & Technical Interview(Coding Test or PT) - Culture fit Interview - 처우협의 - 건강검진 - 최종합격  (필요 시, 추가 전형이 진행될 수 있습니다.)■ 안내사항 • 전형 절차는 일정 및 상황에 따라 변동될 수 있습니다.• 진행 일정은 확정되는 대로 지원자분들에게 개별 안내 예정입니다.• 본 채용은 모집 기간 내에 인재 선발 완료 시 공고가 마감될 수 있습니다.• 지원서 내용 중 허위 사실이 있는 경우에는 합격이 취소될 수 있습니다.","■ 알체라와 함께 하신다면?• No.1 Visual AI 기업 알체라에서 AI Specialist로서의 커리어를 만들어보세요. 국내 1위를 넘어 글로벌 AI 시장으로 확대해 나가는 성장의 여정을 함께 하세요.• 알체라에는 직함이 없어요. 서로를 ‘님’으로 부르고, 존중하는 수평적인 조직문화를 가지고 누려보세요.• 알체라는 선택적 근로시간제를 운영하고 있어요! 업무에 대한 책임감을 바탕으로 가장 효율적으로 일할 수 있는 시간을 정하고 있어요.• 최고급 사양의 컴퓨터, 전 좌석 Standing Desk 등을 비롯해 총 21가지 복지혜택을 누려보세요.■ 알체라를 더 알고 싶다면? • Alchera Homepage (https://alchera.ai/)• Alchera Youtube (https://www.youtube.com/channel/UC5xYRGgq2dMEjwO-TJDf2Hw)• Alchera Blog (https://medium.com/dreamtime-alchera-inc/tagged/korean)• Alchera Facebook (https://www.facebook.com/alcherainc)",상시,대학교졸업(4년) 이상,신입
/position/7808,"['django·', 'python·', 'matlab·', 'machinelearning']",데이터분석엔지니어(알고리즘 개발),오비이랩,3.1,• fNIRS 데이터 기반 최신 알고리즘 개발 및 적용• fNIRS 데이터 분석을 위한 자체 분석툴 고도화• fNIRS 데이터 기반 신호처리 자동화 알고리즘 개발,• 석/박사 이상• Matlab/Python을 이용한 시계열 데이터 분석 경험 (생체 신호 우대)• 논문을 바탕으로 한 선행 알고리즘 실제 구현 경험• 해당 알고리즘 validation을 통한 응용 경험,"• 실무 경험자 우대• 의공학과, 컴퓨터 사이언스 전공자• fNIRS, EEG, ECG와 같은 생체신호 처리 분석 경력자• Multivariate methods(PCA,ICA,Factor analysis 등) 활용 경험• Machine learning classification 활용 경험 우대(개발 경험 없어도 무관)• 통계 관련 지식 보유자• 신규 알고리즘 도입에 적극성, 검증에 있어서 치밀함을 보유한 자• 면접 시, 연구수행한 프로젝트 결과 기반으로 진행 (포트폴리오 제출 필수)","• 자율출근제 시행(08:00~10:30 출근)• 매월 마지막주 금요일 4시 퇴근• 항상 열린 Incentive Trip 기회• 종합건강검진 제공• 업무관련 교육 및 도서 구매 지원• 5년 근무 시 휴가 및 100만원 지원• 명절(설,추석) 선물 지급• 매월 팀 회식비 지원• 매년 복지카드 지급",상시,석사졸업 이상,신입
/position/4227,"['machinelearning·', 'aws']",머신러닝 소프트웨어 엔지니어,피플펀드컴퍼니,3.8,• 고객에게 혁신적인 금융상품을 제공할 수 있는 적합한 모델을 실험하고 고도화해요.• 금융 데이터를 활용한 설계를 하고 가공해요.,• ML 및 인접 분야 석사학위 이상 소지 혹은 그에 상응하는 실무경력을 보유하신 분• 금융 분야 및 ML 논문 이해에 어려움이 없는 어학능력을 보유하신 분• 논문을 빠르게 구현하여 검증할 수 있는 능력이 있으신 분,"• 빅데이터 파이프라인 (마이닝, 클리닝, 웨어하우싱) 구성에 능숙하신 분• 풍부한 프로그래밍 경험이 있으신 분• 하고 싶은 일이 있으면, 도전도 좌절도 마다하지 않는 분","• 자유롭게 의견을 내고 피드백을 받을 수 있는 수평적인 문화• 나보다 뛰어난 동료와 함께 의지하고, 배우고, 격려하며 같이 성장하는 문화• 내가 고민한 작은 아이디어를 빠르게 실행하고 결과를 확인할 수 있는 문화• 2호선 강남역에서 단 5분 거리, 뷰가 끝내주는 사무실• 사내 다양한 분야 전문가들의 재능기부 Lecture • 개인의 성장은 언제든 환영! 무제한 도서 구매 지원• 피플러의 건강이 최우선! 건강검진 지원• 축하 받아 마땅한 당신! 연차 소진 없는 생일 오후 반차• 피플러는 우리 가족! 결혼 2주 유급휴가, 축하금 100만원 등 경조사 지원 • 걱정하지마세요! 본인 및 배우자 임신, 출산시 재택근무/단축근무 가능",상시,"대학졸업(2,3년) 이상",신입
/position/5422,"['python·', 'tensorflow·', 'pytorch·', 'machinelearning·', 'ai/인공지능·', 'django']",머신러닝/딥러닝 엔지니어 모집,브리치,2.6,"• AI 모델 개발, 고도화 및 API Serving• 데이터 분석을 통한 insight 제공• 추천시스템 연구 및 개발• 정부과제 수행 및 기반 기술을 이용한 서비스 개발","• Python 언어 사용 능숙• 딥러닝 프레임워크(Pytorch, Tensorflow) 활용 경험• AI 프로젝트 및 데이터 분석 수행 경험• Django REST Framework 등 API Serving 경험• 추천 알고리즘 구현 경험 (Collaborative Filtering, Contents-Based Filtering, 그래프 신경망 등)• Object Detection 경험","• 석·박사 학위 수여자• 동종 업계 경력자• Django REST Framework, FASTAPI 등 API Server 제작 및 Serving 경험• ML/AI 관련 정부 과제 수행 경험• GNN, 추천시스템 구현 경험• 논문 해석 및 구현 경험• DACON, Kaggle 등 대회 참가 및 수상","[WORK]• 부서별 시차 출퇴근제• 직급별 맟춤 성장 교육• 청년 내일 채움 공제• 목표 달성 인센티브 지급• 우수 사원 포상• 개발자MAC,노트북 및 듀얼 모니터제공• 월별 회식비 지원[LIFE]• 눈치 보지 않는 자유로운 휴가 사용• 장기 근속자 포상 휴가 및 휴가비 지원• 도서 구입 지원• 브리치 쇼핑 할인권 제공• 간식 제공• 명절,기념일 선물 지급• 경조사 지원",상시,"대학졸업(2,3년) 이상(졸업예정자 가능)",신입
